ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613212009
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:20:59
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Total),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
15,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09374362,0.00498311,0.09245607,0.21514517,0.06783820,0.01738127,0.09323116,0.07949886,-0.05877825,-0.26522827,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:12.0,0,0
16,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04705676,-0.09901400,0.07651018,0.20855770,0.05941835,-0.01126683,0.09979763,0.08682955,-0.01713916,-0.24969910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:12.0,0,0
17,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07000625,0.13028161,0.32990545,0.46113241,0.20948687,0.16376312,0.22738752,0.28158617,0.06939965,-0.19019708,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:12.0,0,0
18,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04140133,0.07330928,0.23801734,0.35119146,0.19315805,0.12643386,0.21022823,0.26144794,0.02987442,0.02102579,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:12.0,0,0
19,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01563884,-0.04588708,0.00933287,15.72584915,0.01457138,0.02327140,0.16865458,0.16896226,-0.04230683,0.13748142,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:13.0,0,0
20,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.24982858,-0.16816171,-0.07868028,-0.13140419,0.19936728,-0.05326468,0.11812450,0.09174815,-0.05604687,0.18429732,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:13.0,0,0
21,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.32826763,0.18667506,6.08290339,5.68260527,0.09462281,0.17230028,0.21301341,0.28167692,0.10121071,0.29083347,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:13.0,0,0
22,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11776794,0.00000000,13.75734329,0.17813936,0.14390281,0.17613876,0.23524877,0.04809109,-0.04472450,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:13.0,0,0
23,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17800805,0.00613480,0.03348693,0.18962058,0.06022308,0.00955746,0.12437633,0.12261914,-0.05563580,-0.36109793,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:13.0,0,0
24,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06218602,0.00000000,18.83699036,0.15585297,0.06913403,0.13862668,0.20115897,0.03806456,-0.24904855,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:14.0,0,0
25,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08004890,0.09963003,0.16228180,0.17558850,0.14354321,0.10671985,0.16033188,0.25945967,0.03316139,-0.14362073,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:14.0,0,0
26,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00190678,0.00000000,19.41302681,0.16526294,0.04240848,0.15445049,0.21879853,-0.03570096,-0.11989212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:14.0,0,0
27,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07235109,-0.06251217,-0.10333022,-0.15435925,0.01547123,-0.06983617,0.05159398,0.06168498,-0.12696373,-0.17397869,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:14.0,0,0
28,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.00720525,0.12043180,0.00000000,17.55525589,0.14385468,0.09742115,0.06482706,0.16194235,0.03672482,0.08393610,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:14.0,0,0
29,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.27474180,0.12494352,0.13486241,0.09463079,0.06238733,0.10000484,0.03799442,0.13789521,0.02097609,-0.01534045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:15.0,0,0
30,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02573452,-0.00495887,0.01712793,23.27679062,-0.00934282,0.01405326,0.03403734,0.06429552,-0.07605497,-0.29419166,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:15.0,0,0
31,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01754538,-0.09594086,-0.10337445,-0.02040201,0.12062794,-0.09561800,-0.03879291,-0.05868652,-0.18933617,-0.57628548,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:15.0,0,0
32,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01372912,0.05312159,0.00832498,19.02823830,-0.00228513,0.09651423,0.08257166,0.16717732,0.00117788,-0.33432662,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:15.0,0,0
33,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02826204,0.06500603,0.08813113,0.03547233,0.24776366,0.06999885,0.07332794,0.13499412,-0.01845499,-0.23769778,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:15.0,0,0
34,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02232920,-0.05832287,0.00911204,24.50066757,-0.10497966,-0.04507644,0.01684462,0.00631790,-0.10141215,-0.16336811,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:16.0,0,0
35,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13014391,5.71961403,5.44091558,0.10103440,-0.09413014,-0.06123317,-0.10420895,-0.07775095,-0.09805137,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:16.0,0,0
36,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30308330,0.12456397,0.13041876,0.11029590,-0.01698388,0.07405867,0.01245263,0.00509143,0.00450314,-0.06480181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:16.0,0,0
37,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02397565,0.00000000,19.73540688,0.02476138,0.01877168,-0.02928147,-0.03539316,-0.07513669,-0.40854537,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:16.0,0,0
38,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05642687,-0.07553933,-0.04015194,0.03030476,-0.09641117,-0.08229654,-0.06111756,-0.13126758,-0.17496024,-0.61060238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:16.0,0,0
39,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03056417,0.00000000,19.20953751,0.09517300,0.05929770,0.01239179,0.03185140,-0.03121764,-0.38484758,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:17.0,0,0
40,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07788227,0.05408971,0.11948863,0.06183590,0.02839455,0.05393934,0.05873226,0.06223297,-0.03928688,-0.26686564,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:17.0,0,0
41,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.05149256,0.00000000,20.20731354,0.04363769,-0.03291401,0.00850781,-0.01322501,-0.11184438,-0.16004202,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:17.0,0,0
42,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07320783,-0.11386420,-0.21260686,-0.31514806,-0.12364782,-0.15345296,-0.07748406,-0.15297055,-0.20381862,-0.28017882,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:17.0,0,0
43,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00071072,0.08640166,0.49151993,18.73405266,0.05415440,0.08132507,-0.00979688,0.03227299,0.00137425,-0.12452235,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:17.0,0,0
44,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25896114,0.06112751,0.07097130,-0.00424526,0.11185747,0.04483065,-0.04140514,-0.01421505,-0.05050856,-0.33167773,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:18.0,0,0
45,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01396105,-0.09953511,0.00430013,20.60807800,-0.21683040,-0.07079182,-0.08936399,-0.11317316,-0.16639243,-0.54291874,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:18.0,0,0
46,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03505848,-0.02138052,0.10361006,0.14455962,0.14174831,0.03921071,-0.03950752,0.01101479,-0.03984053,-0.35006532,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:18.0,0,0
47,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01137081,-0.00267682,0.01248357,16.33971024,-0.11766727,0.04007385,-0.01812993,0.02901702,-0.04977751,-0.26538691,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:18.0,0,0
48,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,6.84965801,-0.11914980,-0.03052814,-0.03003329,0.09416562,-0.03723115,-0.04971353,-0.03889099,-0.12413169,-0.23828205,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:18.0,0,0
49,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01216521,-0.13731639,2.31846619,2.14436007,-0.26309291,-0.15322502,-0.14440912,-0.18283325,-0.20349190,-0.26896882,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:19.0,0,0
50,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08730754,0.00000000,15.01135826,0.01176918,0.06796509,-0.08196307,0.00282316,-0.00434242,-0.02211913,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:19.0,0,0
51,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.32781488,0.08332672,0.04695493,0.04931455,-0.07470118,0.01846132,-0.11285432,-0.04297428,-0.07369219,-0.19345708,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:19.0,0,0
52,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06784333,0.00000000,17.42606544,-0.07981908,-0.10227715,-0.16854076,-0.13927774,-0.19219115,-0.48845625,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:19.0,0,0
53,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12873237,0.00843098,0.04685985,0.11181629,-0.05752744,0.01904323,-0.09299345,0.01246485,-0.05696080,-0.34122616,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:19.0,0,0
54,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04416088,0.00000000,16.06276321,0.05844313,0.04562565,-0.02966292,0.08158836,-0.06066214,-0.28651032,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:20.0,0,0
55,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08637261,-0.01777702,0.01025739,0.12072472,-0.02489178,-0.02932855,-0.06062073,0.01690545,-0.13442801,-0.27259827,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:20.0,0,0
56,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12484488,-0.12404098,0.00000000,21.03418732,-0.05738598,-0.14622328,-0.14531144,-0.13346037,-0.22957063,-0.22965372,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:20.0,0,0
57,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01744710,0.08786602,0.08384854,0.12702730,0.08123574,0.03712589,-0.11268090,0.00107403,-0.03836282,0.15171900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:20.0,0,0
58,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04255079,0.07342023,0.00630602,15.98142242,-0.15862867,0.01705861,-0.13810942,-0.02921601,-0.06575430,0.10227081,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:20.0,0,0
59,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25750396,0.01640814,-0.10090129,-0.09210508,0.03356987,-0.08802875,-0.17426176,-0.11428076,-0.17273836,-0.05260065,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:21.0,0,0
60,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00477432,-0.14782724,-0.01387416,22.09620285,-0.27878538,-0.19913657,-0.24577355,-0.24083021,-0.28408703,-0.43513125,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:21.0,0,0
61,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.75873756,-0.08491815,0.04277525,0.10538219,0.07055289,0.01111432,-0.15128614,-0.04757896,-0.10016802,-0.31878054,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:21.0,0,0
